pincode,Division Name,Affiliate,Pin.Code,State,District,Previously Mapped Territory Code,Final Mapped Territory,channel_sales
380058,GENNEXT,AIL,380058,Gujarat,Ahmedabad,PT001375,PT001375,160911.236
124507,GENNEXT,AIL,124507,Haryana,Jhajjar,IT010494,IT010494,35297.395
277207,GENNEXT,AIL,277207,Uttar Pradesh,Ballia,IT007172,IT007172,
560043,GENNEXT,AIL,560043,Karnataka,Bangalore,PT001410,PT001410,140263.309
560064,GENNEXT,AIL,560064,Karnataka,Bangalore,PT001410,PT001410,153231.0182
560102,GENNEXT,AIL,560102,Karnataka,Bangalore,PT001410,PT001410,225296.5367
560103,GENNEXT,AIL,560103,Karnataka,Bangalore,PT001410,PT001410,141506.271
600100,GENNEXT,AIL,600100,Tamil Nadu,Kanchipuram,PT001395,PT001395,166322.7568
846005,GENNEXT,AIL,846005,Bihar,Darbhanga,IT007198,IT007198,
110005,GENNEXT,AIL,110005,Delhi,Delhi,PT001383,PT001383,121027.334
110017,GENNEXT,AIL,110017,Delhi,Delhi,PT005810,PT005810,166757.6804
110033,GENNEXT,AIL,110033,Delhi,Delhi,PT001383,PT001383,32044.8175
110059,GENNEXT,AIL,110059,Delhi,Delhi,PT001383,PT001383,407523.66
110063,GENNEXT,AIL,110063,Delhi,Delhi,PT001383,PT001383,129702.1655
110080,GENNEXT,AIL,110080,Delhi,Delhi,PT005810,PT005810,32929.07
110092,GENNEXT,AIL,110092,Delhi,Delhi,PT005810,PT005810,540385.1604
683563,GENNEXT,AIL,683563,Kerala,Ernakulam,PT001385,PT001385,
201009,GENNEXT,AIL,201009,Uttar Pradesh,Ghaziabad,PT004361,PT004361,169860.6941
534001,GENNEXT,AIL,534001,Andhra Pradesh,West Godavari,PT002286,PT002286,31224.13
122002,GENNEXT,AIL,122002,Haryana,Gurgaon,PT004885,PT004885,135739.4175
500002,GENNEXT,AIL,500002,Telangana,Hyderabad,PT001406,PT001406,9873.0505
500016,GENNEXT,AIL,500016,Telangana,Hyderabad,PT001406,PT001406,56927.5183
262701,GENNEXT,AIL,262701,Uttar Pradesh,Kheri,IT019251,IT019251,1429.04
700059,GENNEXT,AIL,700059,West Bengal,North 24 Parganas,PT001399,PT001399,72223.597
712148,GENNEXT,AIL,712148,West Bengal,Hooghly,IT010745,IT010745,6585.8975
226022,GENNEXT,AIL,226022,Uttar Pradesh,Lucknow,PT001387,PT001387,40745.6177
400058,GENNEXT,AIL,400058,Maharashtra,Mumbai,PT001365,PT001365,24677.215
400064,GENNEXT,AIL,400064,Maharashtra,Mumbai,PT001365,PT001365,39488.20267
400708,GENNEXT,AIL,400708,Maharashtra,Thane,PT001365,PT001365,120782.3749
742149,GENNEXT,AIL,742149,West Bengal,Murshidabad,IT007225,IT007225,4154.0595
201306,GENNEXT,AIL,201306,Uttar Pradesh,Noida,IT007165,IT007165,299203.7155
201309,GENNEXT,AIL,201309,Uttar Pradesh,Noida,IT007165,IT007165,62409.993
800008,GENNEXT,AIL,800008,Bihar,Patna,PT002293,PT002293,3357.6025
411015,GENNEXT,AIL,411015,Maharashtra,Pune,PT001367,PT001367,12215.3105
486001,GENNEXT,AIL,486001,Madhya Pradesh,Rewa,IT018763,IT018763,
632014,GENNEXT,AIL,632014,Tamil Nadu,Vellore,IT007396,IT007396,462.84
759145,GENNEXT,AIL,759145,Odisha,Angul,IT007263,IT007263,103.89
854318,GENNEXT,AIL,854318,Bihar,Araria,IT007201,IT007201,296.56
560017,GENNEXT,AIL,560017,Karnataka,Bangalore,PT001410,PT001410,27716.2675
560084,GENNEXT,AIL,560084,Karnataka,Bangalore,PT001410,PT001410,27915.778
516329,GENNEXT,AIL,516329,Andhra Pradesh,Cuddapah,IT007214,IT007214,234.87
110030,GENNEXT,AIL,110030,Delhi,Delhi,PT005810,PT005810,57534.7075
110048,GENNEXT,AIL,110048,Delhi,Delhi,PT005810,PT005810,91478.3625
110065,GENNEXT,AIL,110065,Delhi,Delhi,PT005810,PT005810,116660.7765
110067,GENNEXT,AIL,110067,Delhi,Delhi,PT005810,PT005810,24774.9275
110089,GENNEXT,AIL,110089,Delhi,Delhi,PT001383,PT001383,23250.463
110091,GENNEXT,AIL,110091,Delhi,Delhi,PT005810,PT005810,232538.4924
209601,GENNEXT,AIL,209601,Uttar Pradesh,Farrukhabad,IT018784,IT018784,347.13
201012,GENNEXT,AIL,201012,Uttar Pradesh,Ghaziabad,PT004361,PT004361,93798.4335
122052,GENNEXT,AIL,122052,Haryana,Gurgaon,PT004885,PT004885,8944.89
500059,GENNEXT,AIL,500059,Telangana,Hyderabad,PT001406,PT001406,53504.5505
500085,GENNEXT,AIL,500085,Telangana,Hyderabad,PT001406,PT001406,78647.23283
302039,GENNEXT,AIL,302039,Rajasthan,Jaipur,PT001381,PT001381,16701.0475
284001,GENNEXT,AIL,284001,Uttar Pradesh,Jhansi,IT007162,IT007162,1155.46
700060,GENNEXT,AIL,700060,West Bengal,Kolkata,PT001399,PT001399,6589.02
700107,GENNEXT,AIL,700107,West Bengal,Kolkata,PT001399,PT001399,33768.406
700156,GENNEXT,AIL,700156,West Bengal,North 24 Parganas,PT001399,PT001399,121213.613
815353,GENNEXT,AIL,815353,Jharkhand,Deoghar,PT004680,PT004680,433.23
400025,GENNEXT,AIL,400025,Maharashtra,Mumbai,PT001365,PT001365,5758.26
400037,GENNEXT,AIL,400037,Maharashtra,Mumbai,PT001365,PT001365,44811.6675
400059,GENNEXT,AIL,400059,Maharashtra,Mumbai,PT001365,PT001365,28175.8825
400078,GENNEXT,AIL,400078,Maharashtra,Mumbai,PT001365,PT001365,76209.1985
400080,GENNEXT,AIL,400080,Maharashtra,Mumbai,PT001365,PT001365,107257.3267
400705,GENNEXT,AIL,400705,Maharashtra,Thane,PT002285,PT002285,33852.055
401101,GENNEXT,AIL,401101,Maharashtra,Thane,PT001365,PT001365,27078.46
805110,GENNEXT,AIL,805110,Bihar,Nawada,IT007207,IT007207,412.735
201303,GENNEXT,AIL,201303,Uttar Pradesh,Noida,IT007165,IT007165,84739.9495
201304,GENNEXT,AIL,201304,Uttar Pradesh,Noida,IT007165,IT007165,177576.598
201307,GENNEXT,AIL,201307,Uttar Pradesh,Noida,IT007165,IT007165,61396.934
411014,GENNEXT,AIL,411014,Maharashtra,Pune,PT001367,PT001367,123359.9308
411016,GENNEXT,AIL,411016,Maharashtra,Pune,PT001367,PT001367,3026.25
231225,GENNEXT,AIL,231225,Uttar Pradesh,Sonbhadra,IT007167,PT004991,
695586,GENNEXT,AIL,695586,Kerala,Thiruvananthapuram,PT001384,PT001384,
380004,GENNEXT,AIL,380004,Gujarat,Ahmedabad,PT001375,PT001375,39096.05
380007,GENNEXT,AIL,380007,Gujarat,Ahmedabad,PT001375,PT001375,81318.1815
444001,GENNEXT,AIL,444001,Maharashtra,Akola,IT007118,IT007118,4205.565333
688535,GENNEXT,AIL,688535,Kerala,Alappuzha,IT007138,IT007138,
202138,GENNEXT,AIL,202138,Uttar Pradesh,Aligarh,IT007164,IT007164,231.42
211003,GENNEXT,AIL,211003,Uttar Pradesh,Allahabad,PT002305,PT002305,5153.25
221505,GENNEXT,AIL,221505,Uttar Pradesh,Allahabad,PT002305,PT002305,
444601,GENNEXT,AIL,444601,Maharashtra,Amravati,PT001371,PT001371,13912.875
515201,GENNEXT,AIL,515201,Andhra Pradesh,Ananthapur,PT002312,PT002312,4752.124
759125,GENNEXT,AIL,759125,Odisha,Angul,PT002297,PT002297,
767001,GENNEXT,AIL,767001,Odisha,Balangir,IT007233,IT007233,1179.973
271201,GENNEXT,AIL,271201,Uttar Pradesh,Balrampur,IT012164,IT012164,289.275
560015,GENNEXT,AIL,560015,Karnataka,Bangalore,PT001410,PT001410,16472.974
560016,GENNEXT,AIL,560016,Karnataka,Bangalore,PT001410,PT001410,74640.1655
560032,GENNEXT,AIL,560032,Karnataka,Bangalore,PT001410,PT001410,82726.61183
560035,GENNEXT,AIL,560035,Karnataka,Bangalore,PT001410,PT001410,138856.2489
560037,GENNEXT,AIL,560037,Karnataka,Bangalore,PT001410,PT001410,210035.3613
560040,GENNEXT,AIL,560040,Karnataka,Bangalore,PT001410,PT001410,42953.03083
560045,GENNEXT,AIL,560045,Karnataka,Bangalore,PT001410,PT001410,25231.77417
560047,GENNEXT,AIL,560047,Karnataka,Bangalore,PT001410,PT001410,48286.32867
560048,GENNEXT,AIL,560048,Karnataka,Bangalore,PT001410,PT001410,111164.3003
560049,GENNEXT,AIL,560049,Karnataka,Bangalore,PT001410,PT001410,50319.55517
560060,GENNEXT,AIL,560060,Karnataka,Bangalore,PT001410,PT001410,29990.67767
560061,GENNEXT,AIL,560061,Karnataka,Bangalore,PT001410,PT001410,38445.57717
560066,GENNEXT,AIL,560066,Karnataka,Bangalore,PT001410,PT001410,145470.6803
560067,GENNEXT,AIL,560067,Karnataka,Bangalore,PT001410,PT001410,80202.50867
560068,GENNEXT,AIL,560068,Karnataka,Bangalore,PT001410,PT001410,433469.9108
560077,GENNEXT,AIL,560077,Karnataka,Bangalore,PT001410,PT001410,104137.3767
560078,GENNEXT,AIL,560078,Karnataka,Bangalore,PT001410,PT001410,175576.4933
560087,GENNEXT,AIL,560087,Karnataka,Bangalore,PT001410,PT001410,99658.83133
560098,GENNEXT,AIL,560098,Karnataka,Bangalore,PT001410,PT001410,75717.6105
560100,GENNEXT,AIL,560100,Karnataka,Bangalore,PT001410,PT001410,294180.9753
561203,GENNEXT,AIL,561203,Karnataka,Bangalore,PT001410,PT001410,15063.76367
722143,GENNEXT,AIL,722143,West Bengal,Bankura,PT001400,PT001400,173.325
713358,GENNEXT,AIL,713358,West Bengal,Bardhaman,IT007228,IT007228,9472.735
272125,GENNEXT,AIL,272125,Uttar Pradesh,Basti,IT007168,IT007168,
272129,GENNEXT,AIL,272129,Uttar Pradesh,Siddharthnagar,IT007168,IT007168,
591242,GENNEXT,AIL,591242,Karnataka,Belgaum,IT007258,IT007258,
813204,GENNEXT,AIL,813204,Bihar,Bhagalpur,IT007196,IT007196,
311001,GENNEXT,AIL,311001,Rajasthan,Bhilwara,IT007132,IT007132,1621.0025
751001,GENNEXT,AIL,751001,Odisha,Khorda,IT007424,IT007424,10704.794
751002,GENNEXT,AIL,751002,Odisha,Khorda,IT007424,IT007424,40723.1455
751021,GENNEXT,AIL,751021,Odisha,Khorda,IT007424,IT007424,18306.2645
788118,GENNEXT,AIL,788118,Assam,Cachar,IT007223,IT007223,
845455,GENNEXT,AIL,845455,Bihar,West Champaran,IT007199,IT007199,296.56
232104,GENNEXT,AIL,232104,Uttar Pradesh,Chandauli,PT004991,PT004991,496.92
160019,GENNEXT,AIL,160019,Punjab,Chandigarh,PT001392,PT001392,53255.8716
160047,GENNEXT,AIL,160047,Punjab,Chandigarh,PT001392,PT001392,32152.755
442406,GENNEXT,AIL,442406,Maharashtra,Chandrapur,IT007113,IT007113,
600004,GENNEXT,AIL,600004,Tamil Nadu,Chennai,PT001395,PT001395,100901.0743
600005,GENNEXT,AIL,600005,Tamil Nadu,Chennai,PT001395,PT001395,36904.82383
600017,GENNEXT,AIL,600017,Tamil Nadu,Chennai,PT001395,PT001395,91008.3085
600021,GENNEXT,AIL,600021,Tamil Nadu,Chennai,PT001395,PT001395,67545.21
600024,GENNEXT,AIL,600024,Tamil Nadu,Chennai,PT001395,PT001395,57143.52883
600043,GENNEXT,AIL,600043,Tamil Nadu,Kanchipuram,PT001395,PT001395,40881.31717
600059,GENNEXT,AIL,600059,Tamil Nadu,Kanchipuram,PT001395,PT001395,28833.54367
600080,GENNEXT,AIL,600080,Tamil Nadu,Chennai,PT001395,PT001395,36296.35533
600125,GENNEXT,AIL,600125,Tamil Nadu,Kanchipuram,PT001395,PT001395,84918.58
600126,GENNEXT,AIL,600126,Tamil Nadu,Kanchipuram,PT001395,PT001395,58296.33683
600129,GENNEXT,AIL,600129,Tamil Nadu,Kanchipuram,PT001395,PT001395,28771.618
577175,GENNEXT,AIL,577175,Karnataka,Chickmagalur,PT001410,PT001410,
577599,GENNEXT,AIL,577599,Karnataka,Chitradurga,PT001410,PT001410,436.22
517257,GENNEXT,AIL,517257,Andhra Pradesh,Chittoor,IT010721,IT010721,417.28
517644,GENNEXT,AIL,517644,Andhra Pradesh,Chittoor,IT010721,IT010721,3494.93
331305,GENNEXT,AIL,331305,Rajasthan,Churu,IT007130,IT007130,
641105,GENNEXT,AIL,641105,Tamil Nadu,Coimbatore,PT002149,PT002149,4920.17
641302,GENNEXT,AIL,641302,Tamil Nadu,Coimbatore,PT002149,PT002149,3090.62
736158,GENNEXT,AIL,736158,West Bengal,Cooch Behar,IT007418,IT007418,532.7695
516501,GENNEXT,AIL,516501,Andhra Pradesh,Cuddapah,IT007214,IT007214,
396210,GENNEXT,AIL,396210,Daman & Diu,Daman,PT001374,PT001374,4508.52
248001,GENNEXT,AIL,248001,Uttarakhand,Dehradun,PT006219,PT006219,340643.0196
248171,GENNEXT,AIL,248171,Uttarakhand,Dehradun,PT006219,PT006219,6244.05
110002,GENNEXT,AIL,110002,Delhi,Delhi,PT001383,PT001383,74692.715
110003,GENNEXT,AIL,110003,Delhi,Delhi,PT005810,PT005810,82047.955
110008,GENNEXT,AIL,110008,Delhi,Delhi,PT001383,PT001383,168460.9935
110015,GENNEXT,AIL,110015,Delhi,Delhi,PT001383,PT001383,173788.4551
110018,GENNEXT,AIL,110018,Delhi,Delhi,PT001383,PT001383,206652.3892
110019,GENNEXT,AIL,110019,Delhi,Delhi,PT005810,PT005810,214968.5315
110027,GENNEXT,AIL,110027,Delhi,Delhi,PT001383,PT001383,99116.8095
110032,GENNEXT,AIL,110032,Delhi,Delhi,PT001383,PT001383,156039.72
110034,GENNEXT,AIL,110034,Delhi,Delhi,PT001383,PT001383,101326.3375
110035,GENNEXT,AIL,110035,Delhi,Delhi,PT001383,PT001383,69533.174
110039,GENNEXT,AIL,110039,Delhi,Delhi,PT001383,PT001383,20670.7825
110040,GENNEXT,AIL,110040,Delhi,Delhi,PT001383,PT001383,6286.535
110041,GENNEXT,AIL,110041,Delhi,Delhi,PT001383,PT001383,51915.635
110045,GENNEXT,AIL,110045,Delhi,Delhi,PT001383,PT001383,173149.075
110058,GENNEXT,AIL,110058,Delhi,Delhi,PT001383,PT001383,76644.04
110060,GENNEXT,AIL,110060,Delhi,Delhi,PT001383,PT001383,75971.189
110064,GENNEXT,AIL,110064,Delhi,Delhi,PT001383,PT001383,85537.587
110070,GENNEXT,AIL,110070,Delhi,Delhi,PT005810,PT005810,208567.1875
110074,GENNEXT,AIL,110074,Delhi,Delhi,PT005810,PT005810,119037.985
110076,GENNEXT,AIL,110076,Delhi,Delhi,PT005810,PT005810,334905.2441
110077,GENNEXT,AIL,110077,Delhi,Delhi,PT005810,PT005810,74462.1645
110085,GENNEXT,AIL,110085,Delhi,Delhi,PT001383,PT001383,273124.3895
110086,GENNEXT,AIL,110086,Delhi,Delhi,PT001383,PT001383,25649.035
110087,GENNEXT,AIL,110087,Delhi,Delhi,PT001383,PT001383,62378.525
110090,GENNEXT,AIL,110090,Delhi,Delhi,PT001383,PT001383,727.86
110094,GENNEXT,AIL,110094,Delhi,Delhi,PT005810,PT005810,157563.4475
110095,GENNEXT,AIL,110095,Delhi,Delhi,PT005810,PT005810,112179.4555
110096,GENNEXT,AIL,110096,Delhi,Delhi,PT005810,PT005810,68529.4925
828127,GENNEXT,AIL,828127,Jharkhand,Dhanbad,PT004680,PT004680,
424001,GENNEXT,AIL,424001,Maharashtra,Dhule,IT007122,IT007122,16148.1475
182144,GENNEXT,AIL,182144,Jammu & Kashmir,Doda,PT001391,PT001391,115.71
182204,GENNEXT,AIL,182204,Jammu & Kashmir,Doda,PT001391,PT001391,231.42
816118,GENNEXT,AIL,816118,Jharkhand,Dumka,PT004680,PT004680,
682307,GENNEXT,AIL,682307,Kerala,Ernakulam,PT001385,PT001385,1745.690667
121003,GENNEXT,AIL,121003,Haryana,Faridabad,IT007176,IT007176,131619.627
151204,GENNEXT,AIL,151204,Punjab,Faridkot,PT001394,PT001394,1055.96
761215,GENNEXT,AIL,761215,Odisha,Gajapati,IT007424,IT007424,
382421,GENNEXT,AIL,382421,Gujarat,Gandhi Nagar,PT001375,PT001375,70925.0195
335001,GENNEXT,AIL,335001,Rajasthan,Ganganagar,IT016493,IT016493,2644.83
823001,GENNEXT,AIL,823001,Bihar,Gaya,IT007207,IT007207,1034.37
823003,GENNEXT,AIL,823003,Bihar,Gaya,IT007207,IT007207,611.76
824219,GENNEXT,AIL,824219,Bihar,Gaya,IT007207,IT007207,
824236,GENNEXT,AIL,824236,Bihar,Gaya,IT007207,IT007207,455.91
201005,GENNEXT,AIL,201005,Uttar Pradesh,Ghaziabad,PT004361,PT004361,282985.4225
201007,GENNEXT,AIL,201007,Uttar Pradesh,Ghaziabad,PT004361,PT004361,22512.9045
201010,GENNEXT,AIL,201010,Uttar Pradesh,Ghaziabad,PT004361,PT004361,304253.0855
201013,GENNEXT,AIL,201013,Uttar Pradesh,Ghaziabad,PT004361,PT004361,13788.384
201014,GENNEXT,AIL,201014,Uttar Pradesh,Ghaziabad,PT004361,PT004361,226582.4595
201017,GENNEXT,AIL,201017,Uttar Pradesh,Ghaziabad,PT004361,PT004361,63575.06
233227,GENNEXT,AIL,233227,Uttar Pradesh,Ghazipur,IT007169,IT007169,
403110,GENNEXT,AIL,403110,Goa,North Goa,PT002289,PT002289,3980.999167
403401,GENNEXT,AIL,403401,Goa,South Goa,PT002289,PT002289,37651.67017
403801,GENNEXT,AIL,403801,Goa,South Goa,PT002289,PT002289,
271001,GENNEXT,AIL,271001,Uttar Pradesh,Gonda,IT007168,IT007168,243.7825
441601,GENNEXT,AIL,441601,Maharashtra,Gondia,PT001370,PT001370,3244.46
522101,GENNEXT,AIL,522101,Andhra Pradesh,Guntur,PT002314,PT002314,21321.941
522111,GENNEXT,AIL,522111,Andhra Pradesh,Guntur,PT002314,PT002314,659.03
122001,GENNEXT,AIL,122001,Haryana,Gurgaon,PT004885,PT004885,490016.5785
122004,GENNEXT,AIL,122004,Haryana,Gurgaon,PT004885,PT004885,56314.0595
122007,GENNEXT,AIL,122007,Haryana,Gurgaon,PT004885,PT004885,5782.07
122016,GENNEXT,AIL,122016,Haryana,Gurgaon,PT004885,PT004885,3858.32
122101,GENNEXT,AIL,122101,Haryana,Gurgaon,PT004885,PT004885,51148.488
122102,GENNEXT,AIL,122102,Haryana,Gurgaon,PT004885,PT004885,46748.1152
122505,GENNEXT,AIL,122505,Haryana,Gurgaon,PT004885,PT004885,76563.0115
781008,GENNEXT,AIL,781008,Assam,Kamrup,PT001398,PT001398,3859.51
474009,GENNEXT,AIL,474009,Madhya Pradesh,Gwalior,IT007270,IT007270,1186.24
335512,GENNEXT,AIL,335512,Rajasthan,Hanumangarh,IT016493,IT016493,115.71
241301,GENNEXT,AIL,241301,Uttar Pradesh,Hardoi,PT001387,PT001387,444.84
581120,GENNEXT,AIL,581120,Karnataka,Haveri,PT002288,PT002288,
825301,GENNEXT,AIL,825301,Jharkhand,Hazaribag,IT007204,IT007204,8444.66
431512,GENNEXT,AIL,431512,Maharashtra,Jalna,IT007098,IT007098,
461111,GENNEXT,AIL,461111,Madhya Pradesh,Hoshangabad,PT001378,PT001378,775.2
144216,GENNEXT,AIL,144216,Punjab,Hoshiarpur,PT002290,PT002290,54.48
500013,GENNEXT,AIL,500013,Telangana,Hyderabad,PT001406,PT001406,45181.33467
500032,GENNEXT,AIL,500032,Telangana,K.V.Rangareddy,PT001406,PT001406,272630.6773
500035,GENNEXT,AIL,500035,Telangana,K.V.Rangareddy,PT001406,PT001406,117899.936
500062,GENNEXT,AIL,500062,Telangana,Hyderabad,PT001406,PT001406,116746.6717
500077,GENNEXT,AIL,500077,Telangana,Hyderabad,PT001406,PT001406,5347.27
500081,GENNEXT,AIL,500081,Telangana,Hyderabad,PT001406,PT001406,151710.356
500086,GENNEXT,AIL,500086,Telangana,Hyderabad,PT001406,PT001406,21443.37737
500091,GENNEXT,AIL,500091,Telangana,Hyderabad,PT001406,PT001406,24043.108
500097,GENNEXT,AIL,500097,Telangana,Hyderabad,PT001406,PT001406,41164.3015
502032,GENNEXT,AIL,502032,Telangana,Medak,IT007234,IT007234,106932.9312
452001,GENNEXT,AIL,452001,Madhya Pradesh,Indore,PT002298,PT002298,191555.2587
452003,GENNEXT,AIL,452003,Madhya Pradesh,Indore,PT002298,PT002298,7156.3025
452006,GENNEXT,AIL,452006,Madhya Pradesh,Indore,PT002298,PT002298,2679.742
452018,GENNEXT,AIL,452018,Madhya Pradesh,Indore,PT002298,PT002298,6435.213667
482001,GENNEXT,AIL,482001,Madhya Pradesh,Jabalpur,PT002299,PT002299,3099.13
482003,GENNEXT,AIL,482003,Madhya Pradesh,Jabalpur,PT002299,PT002299,231.42
302001,GENNEXT,AIL,302001,Rajasthan,Jaipur,PT001381,PT001381,15810.1165
302003,GENNEXT,AIL,302003,Rajasthan,Jaipur,PT001381,PT001381,7213.2
302012,GENNEXT,AIL,302012,Rajasthan,Jaipur,PT001381,PT001381,51696.41
302019,GENNEXT,AIL,302019,Rajasthan,Jaipur,PT001381,PT001381,60679.5295
302021,GENNEXT,AIL,302021,Rajasthan,Jaipur,PT001381,PT001381,67034.999
302028,GENNEXT,AIL,302028,Rajasthan,Jaipur,PT001381,PT001381,
303012,GENNEXT,AIL,303012,Rajasthan,Jaipur,PT001381,PT001381,
303603,GENNEXT,AIL,303603,Rajasthan,Jaipur,PT001381,PT001381,
303712,GENNEXT,AIL,303712,Rajasthan,Jaipur,PT001381,PT001381,
431202,GENNEXT,AIL,431202,Maharashtra,Jalna,IT007098,IT007098,
831004,GENNEXT,AIL,831004,Jharkhand,East Singhbhum,IT007206,IT007206,1558.54
804408,GENNEXT,AIL,804408,Bihar,Jehanabad,IT007207,IT007207,7.75
284120,GENNEXT,AIL,284120,Uttar Pradesh,Jhansi,IT007162,IT007162,
284202,GENNEXT,AIL,284202,Uttar Pradesh,Jhansi,IT007162,IT007162,35.29
342003,GENNEXT,AIL,342003,Rajasthan,Jodhpur,PT001382,PT001382,1371.16
136044,GENNEXT,AIL,136044,Haryana,Kaithal,IT007178,IT007178,
781003,GENNEXT,AIL,781003,Assam,Kamrup,PT001398,PT001398,1536.1125
600063,GENNEXT,AIL,600063,Tamil Nadu,Kanchipuram,PT001395,PT001395,57243.17117
603202,GENNEXT,AIL,603202,Tamil Nadu,Kanchipuram,PT001395,PT001395,39976.10783
631605,GENNEXT,AIL,631605,Tamil Nadu,Kanchipuram,PT001395,PT001395,2322.931167
581186,GENNEXT,AIL,581186,Karnataka,Uttara Kannada,PT002288,PT002288,
581334,GENNEXT,AIL,581334,Karnataka,Uttara Kannada,PT002288,PT002288,883.9795
208011,GENNEXT,AIL,208011,Uttar Pradesh,Kanpur Nagar,PT001389,PT001389,4080.2175
208012,GENNEXT,AIL,208012,Uttar Pradesh,Kanpur Nagar,PT001389,PT001389,1535.84
144601,GENNEXT,AIL,144601,Punjab,Kapurthala,PT002290,PT002290,2680.62
788724,GENNEXT,AIL,788724,Assam,Karimganj,IT007223,IT007223,
505001,GENNEXT,AIL,505001,Telangana,Karim Nagar,IT007235,IT007235,11664.30733
854105,GENNEXT,AIL,854105,Bihar,Katihar,IT007195,IT007195,1005.0675
491336,GENNEXT,AIL,491336,Chattisgarh,Kawardha,PT001380,PT001380,
851201,GENNEXT,AIL,851201,Bihar,Khagaria,IT007108,IT007108,
855107,GENNEXT,AIL,855107,Bihar,Kishanganj,IT007195,IT007195,578.55
416101,GENNEXT,AIL,416101,Maharashtra,Kolhapur,PT001368,PT001368,6332.258167
700056,GENNEXT,AIL,700056,West Bengal,North 24 Parganas,PT001399,PT001399,62543.681
700064,GENNEXT,AIL,700064,West Bengal,North 24 Parganas,PT001399,PT001399,35348.78
700070,GENNEXT,AIL,700070,West Bengal,South 24 Parganas,PT001399,PT001399,7872.9965
700078,GENNEXT,AIL,700078,West Bengal,Kolkata,PT001399,PT001399,35541.4485
700089,GENNEXT,AIL,700089,West Bengal,Kolkata,PT001399,PT001399,24290.9955
700091,GENNEXT,AIL,700091,West Bengal,North 24 Parganas,PT001399,PT001399,10287.78
700098,GENNEXT,AIL,700098,West Bengal,North 24 Parganas,PT001399,PT001399,494.03
700103,GENNEXT,AIL,700103,West Bengal,South 24 Parganas,PT001399,PT001399,22570.9615
700104,GENNEXT,AIL,700104,West Bengal,South 24 Parganas,PT001399,PT001399,20555.4135
711317,GENNEXT,AIL,711317,West Bengal,Howrah,IT010771,IT010771,155
711401,GENNEXT,AIL,711401,West Bengal,Howrah,IT010771,IT010771,4160.6415
712136,GENNEXT,AIL,712136,West Bengal,Hooghly,IT010745,IT010745,33058.0515
743263,GENNEXT,AIL,743263,West Bengal,North 24 Parganas,PT001404,PT001404,12230.9055
764020,GENNEXT,AIL,764020,Odisha,Koraput,IT007233,IT007233,3224.97
326519,GENNEXT,AIL,326519,Rajasthan,Kota,IT007131,IT007131,
686516,GENNEXT,AIL,686516,Kerala,Kottayam,IT007139,IT007139,
518006,GENNEXT,AIL,518006,Andhra Pradesh,Kurnool,PT002312,PT002312,2023.0585
274303,GENNEXT,AIL,274303,Uttar Pradesh,Kushinagar,IT007166,IT007166,
274407,GENNEXT,AIL,274407,Uttar Pradesh,Kushinagar,IT007166,IT007166,
226001,GENNEXT,AIL,226001,Uttar Pradesh,Lucknow,PT001387,PT001387,26662.5075
226002,GENNEXT,AIL,226002,Uttar Pradesh,Lucknow,PT001387,PT001387,75539.0275
226005,GENNEXT,AIL,226005,Uttar Pradesh,Lucknow,PT001387,PT001387,38152.367
226010,GENNEXT,AIL,226010,Uttar Pradesh,Lucknow,PT001387,PT001387,240505.4244
226012,GENNEXT,AIL,226012,Uttar Pradesh,Lucknow,PT001387,PT001387,53688.4415
226024,GENNEXT,AIL,226024,Uttar Pradesh,Lucknow,PT001387,PT001387,49093.2985
141013,GENNEXT,AIL,141013,Punjab,Ludhiana,IT007388,IT007388,5486.455
141116,GENNEXT,AIL,141116,Punjab,Ludhiana,IT007388,IT007388,57.855
273305,GENNEXT,AIL,273305,Uttar Pradesh,Maharajganj,IT007166,IT007166,
123034,GENNEXT,AIL,123034,Haryana,Mahendragarh,IT010494,IT010494,693.785
676521,GENNEXT,AIL,676521,Kerala,Malappuram,PT002310,PT002310,
147301,GENNEXT,AIL,147301,Punjab,Fatehgarh Sahib,IT007186,IT007186,622.9775
382870,GENNEXT,AIL,382870,Gujarat,Mahesana,PT001372,PT001372,
721452,GENNEXT,AIL,721452,West Bengal,East Midnapore,IT007421,IT007421,2045.9095
721517,GENNEXT,AIL,721517,West Bengal,West Midnapore,IT007420,IT007420,
140603,GENNEXT,AIL,140603,Punjab,Patiala,PT002190,PT002190,158506.1
244001,GENNEXT,AIL,244001,Uttar Pradesh,Moradabad,PT002303,PT002303,47632.75
400011,GENNEXT,AIL,400011,Maharashtra,Mumbai,PT001365,PT001365,34587.0925
400061,GENNEXT,AIL,400061,Maharashtra,Mumbai,PT001365,PT001365,10104.3225
400067,GENNEXT,AIL,400067,Maharashtra,Mumbai,PT001365,PT001365,27854.0575
400071,GENNEXT,AIL,400071,Maharashtra,Mumbai,PT001365,PT001365,86269.57083
400072,GENNEXT,AIL,400072,Maharashtra,Mumbai,PT001365,PT001365,77234.33033
400076,GENNEXT,AIL,400076,Maharashtra,Mumbai,PT001365,PT001365,145708.0022
400084,GENNEXT,AIL,400084,Maharashtra,Mumbai,PT001365,PT001365,3191.66
400092,GENNEXT,AIL,400092,Maharashtra,Mumbai,PT001365,PT001365,23878.4275
400097,GENNEXT,AIL,400097,Maharashtra,Mumbai,PT001365,PT001365,31553.56917
